epoch,step,train_loss,val_loss
0,49,0.05627567321062088,
0,99,0.045725978910923004,
0,133,,0.03935232013463974
1,149,0.06398666650056839,
1,199,0.07843822985887527,
1,249,0.007208169437944889,
1,267,,0.037120260298252106
2,299,0.03953825682401657,
2,349,0.023895153775811195,
2,399,0.01715988665819168,
2,401,,0.03494074568152428
3,449,0.01150265522301197,
3,499,0.030263850465416908,
3,535,,0.03273354098200798
4,549,0.03613880276679993,
4,599,0.03551091253757477,
4,649,0.058219313621520996,
4,669,,0.03031357005238533
5,699,0.0256427563726902,
5,749,0.029766442254185677,
5,799,0.009372709318995476,
5,803,,0.027621272951364517
6,849,0.010415295138955116,
6,899,0.006266287062317133,
6,937,,0.024802563712000847
7,949,0.0371047779917717,
7,999,0.004103446379303932,
7,1049,0.0320255383849144,
7,1071,,0.021969791501760483
8,1099,0.016894159838557243,
8,1149,0.021905289962887764,
8,1199,0.00991973839700222,
8,1205,,0.019180770963430405
9,1249,0.011876685544848442,
9,1299,0.004425575956702232,
9,1339,,0.016824927181005478
10,1349,0.012779071927070618,
10,1399,0.02707459032535553,
10,1449,0.006079222075641155,
10,1473,,0.014906647615134716
11,1499,0.002924666740000248,
11,1549,0.005088763777166605,
11,1599,0.005083145573735237,
11,1607,,0.013529508374631405
12,1649,0.012378242798149586,
12,1699,0.009277528151869774,
12,1741,,0.012400546111166477
13,1749,0.030625328421592712,
13,1799,0.0049355728551745415,
13,1849,0.0018377702217549086,
13,1875,,0.011638985946774483
14,1899,0.0048818388022482395,
14,1949,0.023093905299901962,
14,1999,0.009466606192290783,
14,2009,,0.010980821214616299
15,2049,0.01058106403797865,
15,2099,0.018563609570264816,
15,2143,,0.010525696910917759
16,2149,0.009558281861245632,
16,2199,0.017169741913676262,
16,2249,0.0254222359508276,
16,2277,,0.010083863511681557
17,2299,0.008123303763568401,
17,2349,0.009971189312636852,
17,2399,0.005986651871353388,
17,2411,,0.00979186687618494
18,2449,0.004934433847665787,
18,2499,0.020674768835306168,
18,2545,,0.00946419220417738
19,2549,0.010401979088783264,
19,2599,0.001153927412815392,
19,2649,0.009868249297142029,
19,2679,,0.009198573417961597
20,2699,0.02450307458639145,
20,2749,0.002487006364390254,
20,2799,0.021446632221341133,
20,2813,,0.008940743282437325
21,2849,0.005893718916922808,
21,2899,0.007178077474236488,
21,2947,,0.00877782329916954
22,2949,0.023510543629527092,
22,2999,0.02004833146929741,
22,3049,0.006184862926602364,
22,3081,,0.008563400246202946
23,3099,0.010930584743618965,
23,3149,0.009776593185961246,
23,3199,0.005294515751302242,
23,3215,,0.008391746319830418
24,3249,0.015266760252416134,
24,3299,0.006130870897322893,
24,3349,0.028550151735544205,
24,3349,,0.008220364339649677
25,3399,0.010328873991966248,
25,3449,0.03658206760883331,
25,3483,,0.008051513694226742
26,3499,0.002452341839671135,
26,3549,0.017569441348314285,
26,3599,0.001180794439278543,
26,3617,,0.007959657348692417
27,3649,0.005363252013921738,
27,3699,0.006711022928357124,
27,3749,0.01921779103577137,
27,3751,,0.007809970062226057
28,3799,0.013780331239104271,
28,3849,0.02848178707063198,
28,3885,,0.0076877218671143055
29,3899,0.002579330699518323,
29,3949,0.00874815508723259,
29,3999,0.001969123026356101,
29,4019,,0.007565393578261137
30,4049,0.010521823540329933,
30,4099,0.0020396972540766,
30,4149,0.005340829025954008,
30,4153,,0.007428708020597696
31,4199,0.0018602402415126562,
31,4249,0.004239075817167759,
31,4287,,0.00728326803073287
32,4299,0.02124590054154396,
32,4349,0.0125507190823555,
32,4399,0.005016385577619076,
32,4421,,0.007198269944638014
33,4449,0.007809920236468315,
33,4499,0.0030820067040622234,
33,4549,0.003434815676882863,
33,4555,,0.007117299363017082
34,4599,0.019894104450941086,
34,4649,0.002614450640976429,
34,4689,,0.006984712090343237
35,4699,0.004353515803813934,
35,4749,0.0040205903351306915,
35,4799,0.004599977284669876,
35,4823,,0.00691551947966218
36,4849,0.006387239322066307,
36,4899,0.0012099691666662693,
36,4949,0.001077781431376934,
36,4957,,0.006867367308586836
37,4999,0.006801133509725332,
37,5049,0.0033172215335071087,
37,5091,,0.006754542700946331
38,5099,0.0019117050105705857,
38,5149,0.002164921024814248,
38,5199,0.0016406991053372622,
38,5225,,0.00666473712772131
39,5249,0.0002817152999341488,
39,5299,0.00757983373478055,
39,5349,0.009602867066860199,
39,5359,,0.006563547067344189
40,5399,0.02495102398097515,
40,5449,0.0035043940879404545,
40,5493,,0.00650082528591156
41,5499,0.00451631797477603,
41,5549,0.018168987706303596,
41,5599,0.007288732565939426,
41,5627,,0.006478024180978537
42,5649,0.0027323667891323566,
42,5699,0.002599667524918914,
42,5749,0.002531243022531271,
42,5761,,0.006390330381691456
43,5799,0.005659539718180895,
43,5849,0.0008154350216500461,
43,5895,,0.006306171882897615
44,5899,0.021499864757061005,
44,5949,0.007939588278532028,
44,5999,0.007510906085371971,
44,6029,,0.006249081343412399
45,6049,0.010007398203015327,
45,6099,0.011637619696557522,
45,6149,0.011142417788505554,
45,6163,,0.006231760140508413
46,6199,0.005635975860059261,
46,6249,0.0008309544064104557,
46,6297,,0.006149486638605595
47,6299,0.0021004118025302887,
47,6349,0.021381068974733353,
47,6399,0.0002927395689766854,
47,6431,,0.006174340844154358
48,6449,0.01868014596402645,
48,6499,0.0052721742540597916,
48,6549,0.012525998055934906,
48,6565,,0.006045687478035688
49,6599,0.011110310442745686,
49,6649,0.01279635913670063,
49,6699,0.0048963939771056175,
49,6699,,0.006007414776831865
